品牌名称,品牌ID,能源类型,车系名称,车系ID,标签,批发价,报价,官方指导价,是否享受补贴,补贴价,懂车分,车辆照片,dt
松散机车,408,插电式混合动力,SS DOLPHIN,4753,,59.80万,暂无报价,59.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/4bf176e0de27e9f7ffe8a089622d328f~tplv-resize:640:0.png,2023/1/5
比亚迪,16,插电式混合动力,驱逐舰 07,6261,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/25ec8796d0a44ab285a98ad6a0ec9f81~tplv-resize:640:0.png,2023/1/5
松散机车,408,插电式混合动力,SS SUMMER,4754,,28.80万,暂无报价,28.80万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/81c1aab2e418bddb260c144e933e328d~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰E级PHEV(进口),4097,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/43b3247244c19330551f83e29156829d~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,AMG GT PHEV,5009,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/51fb384af47dd12bead92e0612f6680e~tplv-resize:640:0.png,2023/1/5
上汽大通MAXUS,108,插电式混合动力,上汽大通MAXUS MIFA 6 PLUG IN,6002,,18.98万,暂无报价,18.98万,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/467dcf446b88415aba07ca739452be78~tplv-resize:640:0.png,2023/1/5
上汽大通MAXUS,108,插电式混合动力,上汽大通MAXUS EUNIQ 6 PLUG IN,4289,,15.98-19.98万,暂无报价,15.98万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/ec01ff5c69ea1471fede92ebb7e40e15~tplv-resize:640:0.png,2023/1/5
北京,52,插电式混合动力,北京BJ80 PHEV,2862,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/motor-img/2e188f9f509a99dc4d80a46904895ac6~tplv-resize:640:0.png,2023/1/5
三菱,26,插电式混合动力,欧蓝德PHEV(进口),2718,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef30001412d71f2737a~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰C级AMG PHEV,5969,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/tos-cn-i-0000c0030/de6f860e401d4d18a2f8f5fd9a85c43e~tplv-resize:640:0.png,2023/1/5
上汽大通MAXUS,108,插电式混合动力,上汽大通MAXUS MIFA 5 PLUG IN,6000,,17.38-20.38万,暂无报价,17.38万,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/4f42d5ff30f94ef4c7da101045312782~tplv-resize:640:0.png,2023/1/5
宝马,4,插电式混合动力,宝马3系PHEV(海外),3146,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef00000695c50935120~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰C级PHEV(进口),2714,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef80000147caeb4f11c~tplv-resize:640:0.png,2023/1/5
红旗,59,插电式混合动力,红旗H7 PHEV,2908,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/88830000b56858582f77~tplv-resize:640:0.png,2023/1/5
捷豹,31,插电式混合动力,捷豹C-X16,2427,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef7000054199b3b1722~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰GLA PHEV,5318,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/def4526f0c0b607c5f86dcd402d74d58~tplv-resize:640:0.png,2023/1/5
大众,1,插电式混合动力,辉昂PHEV,2160,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef6000004b34fa5bec3~tplv-resize:640:0.png,2023/1/5
宝马,4,插电式混合动力,宝马X7 PHEV,1734,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/651b6b31e4a02ffc3316a02c0300e3a2~tplv-resize:640:0.png,2023/1/5
科尼赛克,83,插电式混合动力,Regera,2135,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767500001601ac1f0fdf~tplv-resize:640:0.png,2023/1/5
三菱,26,插电式混合动力,三菱GC-PHEV,2626,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef700006aca26f2c36d~tplv-resize:640:0.png,2023/1/5
东风风神,37,插电式混合动力,东风风神AX7 PHEV,1779,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/9b13000154a6074153e1~tplv-resize:640:0.png,2023/1/5
宝马,4,插电式混合动力,宝马2系旅行车PHEV(海外),2723,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000e569ba4b40b1~tplv-resize:640:0.png,2023/1/5
MINI,65,插电式混合动力,MINI COUNTRYMAN ELECTRIC,2795,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/06e263bcccc04f99cc0d08da0433daac~tplv-resize:640:0.png,2023/1/5
奔驰,3,插电式混合动力,奔驰GLC AMG PHEV,6320,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/632d9fc634e04bec8ecf1262ee26d2c0~tplv-resize:640:0.png,2023/1/5
AC Schnitzer,113,插电式混合动力,AC Schnitzer i8,1991,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/beef000096d565eff63a~tplv-resize:640:0.png,2023/1/5
雷克萨斯,22,插电式混合动力,雷克萨斯LF-1 Limitless,1981,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef700006a9f1429976b~tplv-resize:640:0.png,2023/1/5
Jeep,14,插电式混合动力,云图,2255,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef200013d3b304f120f~tplv-resize:640:0.png,2023/1/5
现代,11,插电式混合动力,IONIQ,2472,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000e68c3a14e812~tplv-resize:640:0.png,2023/1/5
福特,7,插电式混合动力,EVOS(海外),2366,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/1767500004e3d7466fd72~tplv-resize:640:0.png,2023/1/5
起亚,13,插电式混合动力,极睿PHEV,4328,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/motor-img/e456dea5047a3df90baa5ae70c687ec8~tplv-resize:640:0.png,2023/1/5
广汽传祺,40,插电式混合动力,EnSpirit,2029,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef40000e31517bf3da9~tplv-resize:640:0.png,2023/1/5
三菱,26,插电式混合动力,三菱GT-PHEV,2218,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef700006a818dc3c06d~tplv-resize:640:0.png,2023/1/5
斯柯达,23,插电式混合动力,Vision S,2070,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef70000501b44472e1c~tplv-resize:640:0.png,2023/1/5
观致,58,插电式混合动力,观致2,2204,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/17674000032988556ec31~tplv-resize:640:0.png,2023/1/5
本田,9,插电式混合动力,本田AC-X,2804,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/bef40000ff468b91cdca~tplv-resize:640:0.png,2023/1/5
之诺,170,插电式混合动力,Next,2128,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p3-dcd.byteimg.com/img/mosaic-legacy/1767500003265d89f2d4f~tplv-resize:640:0.png,2023/1/5
三菱,26,插电式混合动力,三菱XR-PHEV,2633,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p9-dcd.byteimg.com/img/mosaic-legacy/bef000013ffa6df79c32~tplv-resize:640:0.png,2023/1/5
丰田,5,插电式混合动力,丰田NS4,2505,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/mosaic-legacy/bef70000010756963ec5~tplv-resize:640:0.png,2023/1/5
雪铁龙,21,插电式混合动力,CXPERIENCE,2024,,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/bc5f89b36463a24155497514a3c2fdab~tplv-resize:640:0.png,2023/1/5
北汽瑞翔,444,插电式混合动力,北汽瑞翔X5 PHEV,6009,即将上市,暂无报价,暂无报价,暂无报价,FALSE,暂无报价,0,http://p1-dcd.byteimg.com/img/motor-img/3dfe456f3190029d5a46139a6fb7cca3~tplv-resize:640:0.png,2023/1/5
